2.993590826245042802e-01 -5.384111292388724657e-01
1.891325986041613727e-01 -1.656571426593307361e-01
1.488133585545664550e-01 -1.681408204011470842e-01
1.358685034314032203e-01 -1.908368290364658160e-01
1.334854645954967056e-01 -2.793956994664019144e-01
8.767725965342108851e-02 -8.593432085924325448e-02
6.450341735381595609e-02 -1.736059284663908076e-01
6.477970946627306659e-02 -1.066835015289374911e-01
4.803938399862026781e-02 -6.874436665254993195e-02
1.348669251577824524e-01 -1.029561861536709283e-01
3.828515958783405837e-02 -4.568222382333732290e-02
5.091774037948409992e-02 -1.317432779691175282e-01
1.671865333741927306e-01 -1.309517513334509109e-01
9.504983763919094830e-02 -1.133687181083050804e-01
1.724486872692135644e-02 -7.296485652864402593e-02
1.130948962415590370e-01 -1.109829586761793135e-01
3.285467147378689362e-02 -6.577800898535483831e-02
1.333997239414000391e-01 -5.422643394394088823e-02
3.742035906480082469e-02 -3.452022577366090778e-02
9.694612352582558656e-02 -1.519936911342059938e-01
7.698291023250068699e-02 -1.829852970207718477e-01
6.878657342601054991e-02 -9.021993709957218388e-02
8.912192112395964094e-02 -2.023556500018427670e-02
8.052928609457121745e-02 -1.678766683469230803e-01
8.508067866512102062e-02 -6.420428366780464580e-02
1.172682227311837022e-01 -6.380396432383086958e-02
1.561792758891193678e-01 -1.584853107807914219e-01
1.860590686321410281e-01 -9.596006093132614101e-02
2.271919688884176391e-01 -2.891878722661521683e-01
3.472065714364092059e-01 1.010860129741707331e-01
2.472890366113279503e-01 5.444216149771888280e-02
2.118939560908265074e-01 9.383500135434226508e-02
1.914446706126474995e-01 -1.417999977999329364e-01
1.542943642539416627e-01 8.940084493593707105e-02
1.852962304821701711e-01 -1.033178959930543435e-02
1.522448842104492106e-01 5.429848926261395675e-02
1.488133585545664550e-01 5.163164713980151338e-02
1.334854645954967056e-01 1.262682673731225225e-01
1.099078263576563075e-01 1.609822544452535822e-02
2.339424512196897343e-01 7.106238190559195644e-02
1.081346384266210214e-01 1.636723190882004020e-01
4.222495360874636838e-02 1.883029198628055623e-02
1.671865333741927306e-01 8.201666582788880167e-02
9.504983763919094830e-02 3.275901589684958315e-02
2.898207096403581512e-02 8.525956846869182926e-02
1.130948962415590370e-01 5.196388449173839491e-02
